Real_Time,Time_ms,Location_Note,CO2,VOC,IAQ,Gas_Res,Temp_Raw,Temp_Comp,Hum_Raw,Hum_Comp,Accuracy
2025-11-27 15:38:11,177605.0,Brodie Tower Seminar Room,500.0,0,0,105015.0,0.0,25.64,41.0,41.09,0.0
2025-11-27 15:38:11,0,Brodie Tower Seminar Room,0,0.49,25.0,104949.0,0.0,25.64,41.0,41.1,0.0
2025-11-27 15:38:12,178696.0,Brodie Tower Seminar Room,500.0,0.49,25.0,105015.0,0.0,25.64,41.0,0,0
2025-11-27 15:38:14,179726.0,Brodie Tower Seminar Room,500.0,0.49,25.0,104687.0,0.0,0,0,41.1,0.0
2025-11-27 15:38:14,180755.0,Brodie Tower Seminar Room,500.0,0.49,25.0,0,0,25.64,41.0,41.1,0.0
2025-11-27 15:38:15,181786.0,Brodie Tower Seminar Room,500.0,0,0,105081.0,0.0,25.64,41.0,41.11,0.0
2025-11-27 15:38:15,0,Brodie Tower Seminar Room,0,0.49,25.0,105478.0,0.0,25.64,41.0,41.11,0.0
2025-11-27 15:38:16,182816.0,Brodie Tower Seminar Room,500.0,0.49,25.0,104949.0,0.0,25.64,41.0,0,0
2025-11-27 15:38:17,183846.0,Brodie Tower Seminar Room,500.0,0.49,25.0,105147.0,0.0,0,0,41.11,0.0
2025-11-27 15:38:18,184876.0,Brodie Tower Seminar Room,500.0,0.49,25.0,0,0,25.65,41.0,41.1,0.0
2025-11-27 15:38:19,185967.0,Brodie Tower Seminar Room,500.0,0,0,104818.0,0.0,25.65,41.0,41.1,0.0
2025-11-27 15:38:19,0,Brodie Tower Seminar Room,0,0.49,25.0,104556.0,0.0,25.65,41.0,41.1,0.0
2025-11-27 15:38:21,186997.0,Brodie Tower Seminar Room,500.0,0.49,25.0,104949.0,0.0,25.65,41.0,0,0
2025-11-27 15:38:21,188026.0,Brodie Tower Seminar Room,500.0,0.49,25.0,104687.0,0.0,0,0,41.11,0.0
2025-11-27 15:38:23,189057.0,Brodie Tower Seminar Room,500.0,0.49,25.0,0,0,25.65,41.0,41.11,0.0
2025-11-27 15:38:23,190087.0,Brodie Tower Seminar Room,500.0,0,0,104949.0,0.0,25.65,41.0,41.11,0.0
2025-11-27 15:38:23,0,Brodie Tower Seminar Room,0,0.49,25.0,104426.0,0.0,25.66,41.0,41.1,0.0
